                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                0.45948,                0.31025,                0.89377,                0.78331,                0.52894,                0.61125,                0.36377,                  1.539,                 1.2857,                  1.917,             0.00046362,             0.00046362,             0.00046362
                    311,                0.47329,                0.32158,                0.90502,                0.76148,                0.53162,                0.60343,                0.34831,                 1.5613,                 1.3024,                 1.9221,             0.00046296,             0.00046296,             0.00046296
                    312,                0.46397,                0.31102,                0.89023,                0.84342,                0.50991,                0.62346,                0.36764,                 1.5402,                 1.3228,                 1.8741,              0.0004623,              0.0004623,              0.0004623
                    313,                0.48163,                0.32582,                0.90653,                0.80871,                0.53841,                0.63925,                0.38192,                 1.5219,                  1.332,                 1.8497,             0.00046164,             0.00046164,             0.00046164
                    314,                 0.4635,                0.31367,                0.90452,                0.83077,                0.54046,                0.63951,                0.38135,                 1.5227,                 1.2642,                 1.8969,             0.00046098,             0.00046098,             0.00046098
                    315,                0.44784,                0.31217,                0.89803,                0.83333,                0.51682,                0.63246,                0.37653,                  1.497,                 1.2518,                 1.8347,             0.00046032,             0.00046032,             0.00046032
                    316,                0.45384,                0.30904,                0.88539,                0.79628,                0.54026,                0.63245,                0.38674,                 1.4968,                 1.2786,                 1.8428,             0.00045966,             0.00045966,             0.00045966
                    317,                 0.4677,                0.31236,                0.89754,                0.84116,                 0.5297,                0.62679,                0.37038,                 1.5235,                 1.3382,                 1.8891,               0.000459,               0.000459,               0.000459
                    318,                0.45162,                0.30774,                0.89996,                0.83414,                0.53153,                0.62975,                0.37784,                 1.5355,                 1.3184,                 1.8993,             0.00045834,             0.00045834,             0.00045834
                    319,                0.46807,                0.31498,                0.90302,                0.85006,                0.51629,                0.61741,                 0.3699,                  1.497,                  1.312,                 1.8437,             0.00045768,             0.00045768,             0.00045768
                    320,                0.46093,                0.31487,                0.90036,                0.78254,                0.53291,                 0.6096,                0.36582,                 1.5007,                 1.2779,                 1.8421,             0.00045702,             0.00045702,             0.00045702
                    321,                0.44896,                0.30978,                0.88916,                0.81458,                0.53474,                0.62289,                0.36736,                 1.5228,                 1.2468,                 1.8587,             0.00045635,             0.00045635,             0.00045635
                    322,                0.44607,                0.30655,                0.89177,                0.76721,                0.54973,                0.62599,                0.36945,                 1.5209,                 1.2565,                 1.8946,             0.00045569,             0.00045569,             0.00045569
                    323,                0.46618,                 0.3155,                0.89509,                0.78456,                0.53805,                0.61521,                0.36206,                 1.5363,                 1.2373,                 1.9279,             0.00045503,             0.00045503,             0.00045503
                    324,                0.45991,                0.30842,                0.90368,                0.79126,                0.54186,                0.62325,                0.37582,                 1.5101,                  1.229,                 1.9379,             0.00045437,             0.00045437,             0.00045437
                    325,                0.44919,                0.30836,                0.90244,                0.80579,                0.52331,                0.62215,                0.37476,                 1.5357,                 1.2893,                 1.9366,             0.00045371,             0.00045371,             0.00045371
                    326,                0.44969,                0.30697,                0.89666,                0.78118,                 0.5237,                0.61718,                0.37423,                 1.5113,                 1.2941,                 1.8872,             0.00045305,             0.00045305,             0.00045305
                    327,                0.44332,                0.29937,                 0.9002,                0.79201,                0.53327,                0.61613,                0.36998,                 1.5084,                 1.2614,                 1.8812,             0.00045239,             0.00045239,             0.00045239
                    328,                0.45526,                0.31217,                0.89131,                0.80586,                 0.5298,                 0.6202,                0.37744,                 1.4985,                 1.3178,                 1.8618,             0.00045173,             0.00045173,             0.00045173
                    329,                0.47011,                0.31754,                0.88695,                0.80913,                0.51639,                0.61793,                0.37987,                 1.5223,                 1.3403,                 1.8817,             0.00045107,             0.00045107,             0.00045107
                    330,                0.46101,                0.30423,                0.89178,                0.85797,                0.50372,                0.60706,                 0.3709,                 1.5155,                 1.3536,                 1.8624,             0.00045041,             0.00045041,             0.00045041
                    331,                0.45535,                0.30555,                0.89253,                0.78419,                0.52526,                0.60937,                0.36457,                 1.5552,                 1.3334,                 1.9128,             0.00044975,             0.00044975,             0.00044975
                    332,                0.45173,                0.30402,                0.88616,                0.79004,                0.52797,                0.61179,                0.36003,                 1.5389,                 1.3455,                 1.8905,             0.00044909,             0.00044909,             0.00044909
                    333,                0.43098,                0.30226,                0.88415,                0.81935,                0.51892,                0.61518,                0.37379,                 1.5319,                  1.347,                 1.8872,             0.00044843,             0.00044843,             0.00044843
                    334,                 0.4647,                0.30557,                0.88709,                0.80355,                0.52583,                0.61093,                0.36935,                 1.5158,                 1.3166,                  1.903,             0.00044777,             0.00044777,             0.00044777
                    335,                0.44418,                0.30316,                 0.8854,                0.77456,                0.53285,                0.61854,                0.37173,                  1.528,                 1.3016,                 1.9116,             0.00044711,             0.00044711,             0.00044711
                    336,                0.44405,                0.30294,                0.89099,                0.78169,                0.53185,                0.62964,                0.37935,                 1.5358,                 1.2823,                 1.9007,             0.00044645,             0.00044645,             0.00044645
                    337,                0.43115,                 0.2943,                0.88689,                0.85891,                0.50881,                0.62391,                0.38416,                 1.5283,                 1.3059,                 1.8579,             0.00044579,             0.00044579,             0.00044579
                    338,                0.44307,                 0.2986,                0.88095,                0.82115,                0.51463,                0.62366,                0.38586,                 1.5246,                 1.3168,                 1.8902,             0.00044513,             0.00044513,             0.00044513
                    339,                0.43696,                0.30081,                0.89186,                 0.8454,                0.49386,                0.62427,                0.37532,                 1.5382,                 1.3039,                 1.9095,             0.00044447,             0.00044447,             0.00044447
                    340,                0.45342,                0.30608,                0.90547,                0.77619,                0.52795,                0.62207,                0.37486,                 1.5527,                 1.2931,                   1.94,             0.00044381,             0.00044381,             0.00044381
                    341,                0.45484,                 0.3037,                0.88908,                0.83466,                0.49936,                0.61102,                0.36607,                 1.5497,                 1.2919,                 1.9464,             0.00044315,             0.00044315,             0.00044315
                    342,                0.46561,                0.30913,                0.89281,                0.80116,                0.50793,                0.62481,                0.37701,                 1.5243,                 1.3243,                 1.9254,             0.00044249,             0.00044249,             0.00044249
                    343,                0.44491,                0.30235,                0.90251,                0.78787,                0.51766,                0.62387,                0.37712,                 1.5396,                   1.31,                 1.9353,             0.00044183,             0.00044183,             0.00044183
                    344,                0.45953,                0.31178,                0.89696,                0.78145,                0.53558,                0.62033,                0.36995,                 1.5343,                 1.2952,                 1.9544,             0.00044117,             0.00044117,             0.00044117
                    345,                0.45619,                0.31569,                0.89929,                0.86719,                0.50472,                0.62562,                0.38085,                 1.5554,                 1.3203,                  1.952,             0.00044051,             0.00044051,             0.00044051
                    346,                0.43679,                 0.3017,                0.88586,                0.78139,                0.52173,                0.61002,                0.37119,                 1.5395,                 1.3768,                 1.9275,             0.00043985,             0.00043985,             0.00043985
                    347,                0.45737,                0.30982,                0.89396,                0.77314,                0.53728,                0.62748,                0.37468,                 1.5373,                 1.3591,                  1.919,             0.00043919,             0.00043919,             0.00043919
                    348,                0.43865,                0.30515,                0.89107,                0.83543,                0.50067,                0.61234,                0.36642,                 1.5204,                 1.3902,                 1.8633,             0.00043853,             0.00043853,             0.00043853
                    349,                0.43718,                0.29547,                0.89299,                0.77275,                0.54035,                0.61229,                0.35982,                 1.5334,                 1.3617,                 1.8789,             0.00043787,             0.00043787,             0.00043787
                    350,                0.44104,                0.29773,                0.88833,                0.77816,                0.53948,                0.62238,                0.36083,                 1.5226,                 1.3246,                 1.8857,             0.00043721,             0.00043721,             0.00043721
                    351,                0.44349,                0.29851,                0.88499,                0.83943,                0.50696,                0.61722,                0.36909,                 1.5296,                 1.2968,                 1.9016,             0.00043654,             0.00043654,             0.00043654
                    352,                0.44316,                0.30193,                0.88372,                0.85563,                0.50145,                0.61793,                0.36867,                 1.5335,                 1.3381,                 1.9192,             0.00043588,             0.00043588,             0.00043588
                    353,                0.43712,                0.29802,                0.88047,                0.75129,                0.52404,                0.60074,                0.35657,                 1.5264,                 1.3476,                 1.9085,             0.00043522,             0.00043522,             0.00043522
                    354,                0.43321,                0.29807,                 0.8982,                0.87664,                0.49342,                 0.6096,                0.35974,                 1.5206,                 1.2953,                   1.91,             0.00043456,             0.00043456,             0.00043456
                    355,                0.44708,                0.30314,                   0.89,                0.79998,                0.52071,                0.60866,                0.36924,                 1.5347,                 1.2923,                 1.9435,              0.0004339,              0.0004339,              0.0004339
                    356,                0.45668,                0.30953,                0.88745,                0.79141,                0.51652,                0.61472,                0.37165,                 1.5491,                  1.364,                 1.9235,             0.00043324,             0.00043324,             0.00043324
                    357,                0.44416,                0.29716,                0.89075,                0.74178,                0.52398,                 0.6154,                0.37638,                 1.5107,                 1.3867,                 1.8603,             0.00043258,             0.00043258,             0.00043258
                    358,                0.42641,                0.28829,                0.87963,                0.76962,                0.52458,                0.62043,                0.37107,                 1.5207,                 1.3138,                 1.8945,             0.00043192,             0.00043192,             0.00043192
                    359,                0.44291,                0.30048,                0.89221,                0.78645,                0.54622,                0.62525,                0.36632,                 1.5221,                 1.2822,                 1.9084,             0.00043126,             0.00043126,             0.00043126
                    360,                0.44243,                 0.3012,                0.88178,                0.78027,                0.52611,                0.61748,                0.37235,                  1.531,                 1.3907,                 1.9008,              0.0004306,              0.0004306,              0.0004306
                    361,                0.40596,                0.27948,                0.87842,                0.81252,                0.51246,                0.61815,                   0.37,                 1.5152,                 1.3812,                 1.8703,             0.00042994,             0.00042994,             0.00042994
                    362,                0.41971,                 0.2911,                  0.884,                0.84945,                 0.5005,                 0.6209,                 0.3747,                 1.5147,                 1.3216,                 1.8882,             0.00042928,             0.00042928,             0.00042928
                    363,                  0.434,                0.29835,                0.87869,                 0.7789,                0.52454,                0.60741,                0.36786,                 1.5136,                 1.2677,                 1.9118,             0.00042862,             0.00042862,             0.00042862
                    364,                0.44727,                0.29712,                0.90059,                0.79608,                0.51337,                0.61232,                0.37606,                 1.5242,                 1.2789,                 1.8935,             0.00042796,             0.00042796,             0.00042796
                    365,                0.43895,                0.28947,                0.88601,                 0.7855,                0.54257,                0.62922,                0.37851,                 1.5092,                 1.2723,                 1.8647,              0.0004273,              0.0004273,              0.0004273
                    366,                 0.4414,                0.30005,                0.88615,                0.80399,                0.52913,                 0.6194,                0.38307,                 1.4876,                 1.2546,                 1.8411,             0.00042664,             0.00042664,             0.00042664
